Voucher #,Date,Contact ID,Vendor,Terms,Due Date,Responsible,Ref #,P.O. #,Receipt,Other 1,Line,Item ID,Description,Quantity,U/M,Price,Tax,Amount,Taxes,Total,Currency,Exchange rate,Total base,Account,Group,Tag,Memo,Inventory Location,Comments,Attachments,Approvers,Status,Approval Status,Transfer Status,Created by,Date created,Last Modified by,Date Last Modified
U026119,8/8/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/7/2022,Accounts Payable Accounts Payable,5333-RO-116125,,,,6,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,158,Yes,158,12.245,170.245,None,1,170.245,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,5333 - Trailer 5333,,,"90 Day PM Services: Replace the glad hand seals Section off the damaged roof Replace three damaged roof bowls, Section off the broken wood floor 6ft Replace the damaged roll up door bottom panel ",United Lift - Inv # U026119 08-18-22.pdf (https://secure.spendwise.com/attachments/UApZlKnByUfmxDObsoQGDvLdZo),Robert Ortega (08/29/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/29/2022
U026125,8/8/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/7/2022,Accounts Payable Accounts Payable,5354-RO-116242,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,60,No,60,,60,None,1,60,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,5354 - Trailer 5354,,,90 Day PM Services:,United Lift - Inv # U026125 08-18-22.pdf (https://secure.spendwise.com/attachments/aVFlQOWWLyaSpaDVcZtBZeKWEQ),Robert Ortega (08/29/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/29/2022
6065,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-13-RO-116089,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,299.37,Yes,299.37,0,299.37,None,1,299.37,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.13 - Bobtail TTB-13,,,90 Day PM Services:,Sparkys - Invoice # 00006065 - 08-08-22.pdf (https://secure.spendwise.com/attachments/FxcpyReKvzoyzMgUKcCgfNmzxQ); Sparkys - Invoice # 00006065 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/PGSipeuUiZGALonHlIBeYXHrsL),Robert Ortega (08/18/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/18/2022,Robert Ortega,8/18/2022
6065,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-13-RO-116089,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,105,Yes,105,0,105,None,1,105,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.13 - Bobtail TTB-13,,,90 Day PM Services:,Sparkys - Invoice # 00006065 - 08-08-22.pdf (https://secure.spendwise.com/attachments/FxcpyReKvzoyzMgUKcCgfNmzxQ); Sparkys - Invoice # 00006065 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/PGSipeuUiZGALonHlIBeYXHrsL),Robert Ortega (08/18/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/18/2022,Robert Ortega,8/18/2022
6065,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-13-RO-116089,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.13 - Bobtail TTB-13,,,90 Day PM Services:,Sparkys - Invoice # 00006065 - 08-08-22.pdf (https://secure.spendwise.com/attachments/FxcpyReKvzoyzMgUKcCgfNmzxQ); Sparkys - Invoice # 00006065 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/PGSipeuUiZGALonHlIBeYXHrsL),Robert Ortega (08/18/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/18/2022,Robert Ortega,8/18/2022
6064,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-23-RO-116096,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,318.58,Yes,318.58,0,318.58,None,1,318.58,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.23-2 - Bobtail TTB-23,,,90 Day PM Services:,Sparkys - Invoice # 00006064 - 08-08-22.pdf (https://secure.spendwise.com/attachments/lwgwIuqsQMcyTLQRWwZMsphSqR); Sparkys - Invoice # 00006064 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/CvWZhAoSGKzDGzSVsDORZoKjif),Robert Ortega (08/18/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/18/2022,Robert Ortega,8/18/2022
6064,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-23-RO-116096,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.23-2 - Bobtail TTB-23,,,90 Day PM Services:,Sparkys - Invoice # 00006064 - 08-08-22.pdf (https://secure.spendwise.com/attachments/lwgwIuqsQMcyTLQRWwZMsphSqR); Sparkys - Invoice # 00006064 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/CvWZhAoSGKzDGzSVsDORZoKjif),Robert Ortega (08/18/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/18/2022,Robert Ortega,8/18/2022
6064,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-23-RO-116096,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.23-2 - Bobtail TTB-23,,,90 Day PM Services:,Sparkys - Invoice # 00006064 - 08-08-22.pdf (https://secure.spendwise.com/attachments/lwgwIuqsQMcyTLQRWwZMsphSqR); Sparkys - Invoice # 00006064 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/CvWZhAoSGKzDGzSVsDORZoKjif),Robert Ortega (08/18/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/18/2022,Robert Ortega,8/18/2022
6063,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-20-RO-116103,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,425.7,Yes,425.7,0,425.7,None,1,425.7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.20 - Tractor TT-20,,,90 Day PM Services:,Sparkys - Invoice # 00006063 - 08-08-22.pdf (https://secure.spendwise.com/attachments/vZaIValrmldnqGugwgHFQuzObg); Sparkys - Invoice # 00006063 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/rTlPJqmgwvjLmArXSrUkaANTXR),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6063,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-20-RO-116103,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.20 - Tractor TT-20,,,90 Day PM Services:,Sparkys - Invoice # 00006063 - 08-08-22.pdf (https://secure.spendwise.com/attachments/vZaIValrmldnqGugwgHFQuzObg); Sparkys - Invoice # 00006063 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/rTlPJqmgwvjLmArXSrUkaANTXR),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6063,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-20-RO-116103,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.20 - Tractor TT-20,,,90 Day PM Services:,Sparkys - Invoice # 00006063 - 08-08-22.pdf (https://secure.spendwise.com/attachments/vZaIValrmldnqGugwgHFQuzObg); Sparkys - Invoice # 00006063 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/rTlPJqmgwvjLmArXSrUkaANTXR),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6062,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-19-RO-116102,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,421.01,Yes,421.01,0,421.01,None,1,421.01,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.19 - Tractor TT-19,,,90 Day PM Services:,Sparkys - Invoice # 00006062 - 08-08-22.pdf (https://secure.spendwise.com/attachments/nidNspNQyBWlbXziSXxQooszJH); Sparkys - Invoice # 00006062 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/niuCTJmLJUTlBjHqpRbcuANtei),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6062,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-19-RO-116102,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.19 - Tractor TT-19,,,90 Day PM Services:,Sparkys - Invoice # 00006062 - 08-08-22.pdf (https://secure.spendwise.com/attachments/nidNspNQyBWlbXziSXxQooszJH); Sparkys - Invoice # 00006062 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/niuCTJmLJUTlBjHqpRbcuANtei),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6062,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-19-RO-116102,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.19 - Tractor TT-19,,,90 Day PM Services:,Sparkys - Invoice # 00006062 - 08-08-22.pdf (https://secure.spendwise.com/attachments/nidNspNQyBWlbXziSXxQooszJH); Sparkys - Invoice # 00006062 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/niuCTJmLJUTlBjHqpRbcuANtei),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6061,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-18-RO-116101,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,417.55,Yes,417.55,0,417.55,None,1,417.55,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.18 - Tractor TT-18,,,90 Day PM Services:,Sparkys - Invoice # 00006061 - 08-08-22.pdf (https://secure.spendwise.com/attachments/esNWFWVmuBXrSeJZZiyaLIESOC); Sparkys - Invoice # 00006061 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/TODuYNFpEOIOYJNVdVmxAUkCBf),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6061,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-18-RO-116101,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.18 - Tractor TT-18,,,90 Day PM Services:,Sparkys - Invoice # 00006061 - 08-08-22.pdf (https://secure.spendwise.com/attachments/esNWFWVmuBXrSeJZZiyaLIESOC); Sparkys - Invoice # 00006061 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/TODuYNFpEOIOYJNVdVmxAUkCBf),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6061,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-18-RO-116101,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.18 - Tractor TT-18,,,90 Day PM Services:,Sparkys - Invoice # 00006061 - 08-08-22.pdf (https://secure.spendwise.com/attachments/esNWFWVmuBXrSeJZZiyaLIESOC); Sparkys - Invoice # 00006061 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/TODuYNFpEOIOYJNVdVmxAUkCBf),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6060,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-17-RO-116100,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,417.55,Yes,417.55,0,417.55,None,1,417.55,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.17 - Tractor - TT-17,,,90 Day PM Services:,Sparkys - Invoice # 00006060 - 08-08-22.pdf (https://secure.spendwise.com/attachments/axdJRDlUTfHkYjpuVdMRJRwRoE); Sparkys - Invoice # 00006060 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/dqjsrrVwxpFVIridwqemaBOsjm),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6060,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-17-RO-116100,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.17 - Tractor - TT-17,,,90 Day PM Services:,Sparkys - Invoice # 00006060 - 08-08-22.pdf (https://secure.spendwise.com/attachments/axdJRDlUTfHkYjpuVdMRJRwRoE); Sparkys - Invoice # 00006060 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/dqjsrrVwxpFVIridwqemaBOsjm),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6060,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-17-RO-116100,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.17 - Tractor - TT-17,,,90 Day PM Services:,Sparkys - Invoice # 00006060 - 08-08-22.pdf (https://secure.spendwise.com/attachments/axdJRDlUTfHkYjpuVdMRJRwRoE); Sparkys - Invoice # 00006060 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/dqjsrrVwxpFVIridwqemaBOsjm),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6059,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-16-RO-116099,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,417.55,Yes,417.55,0,417.55,None,1,417.55,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.16 - Tractor - TT-16,,,90 Day PM Services:,Sparkys - Invoice # 00006059 - 08-08-22.pdf (https://secure.spendwise.com/attachments/xJAKGSNgcJoDyWcFLxVyzGjbjb); Sparkys - Invoice # 00006059 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/ErwdxuRCxFVBlvGcYVgPyfJFoT),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6059,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-16-RO-116099,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.16 - Tractor - TT-16,,,90 Day PM Services:,Sparkys - Invoice # 00006059 - 08-08-22.pdf (https://secure.spendwise.com/attachments/xJAKGSNgcJoDyWcFLxVyzGjbjb); Sparkys - Invoice # 00006059 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/ErwdxuRCxFVBlvGcYVgPyfJFoT),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6059,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-16-RO-116099,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.16 - Tractor - TT-16,,,90 Day PM Services:,Sparkys - Invoice # 00006059 - 08-08-22.pdf (https://secure.spendwise.com/attachments/xJAKGSNgcJoDyWcFLxVyzGjbjb); Sparkys - Invoice # 00006059 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/ErwdxuRCxFVBlvGcYVgPyfJFoT),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6058,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-15-RO-116098,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,417.55,Yes,417.55,0,417.55,None,1,417.55,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.15 - Tractor TT-15,,,90 Day PM Services:,Sparkys - Invoice # 00006058 - 08-08-22.pdf (https://secure.spendwise.com/attachments/wHWjSFgnYbJJuZxQaKqLsadmQt); Sparkys - Invoice # 00006058 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/TxWIGMjUjJjscslbaKunoatKVB),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6058,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-15-RO-116098,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.15 - Tractor TT-15,,,90 Day PM Services:,Sparkys - Invoice # 00006058 - 08-08-22.pdf (https://secure.spendwise.com/attachments/wHWjSFgnYbJJuZxQaKqLsadmQt); Sparkys - Invoice # 00006058 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/TxWIGMjUjJjscslbaKunoatKVB),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6058,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-15-RO-116098,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.15 - Tractor TT-15,,,90 Day PM Services:,Sparkys - Invoice # 00006058 - 08-08-22.pdf (https://secure.spendwise.com/attachments/wHWjSFgnYbJJuZxQaKqLsadmQt); Sparkys - Invoice # 00006058 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/TxWIGMjUjJjscslbaKunoatKVB),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6057,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-14-RO-116097,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,415.4,Yes,415.4,0,415.4,None,1,415.4,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.14 - Tractor TT-14,,,,Sparkys - Invoice # 00006057 - 08-08-22.pdf (https://secure.spendwise.com/attachments/zCFYefytVkzCetzotXCCRZxEJn); Sparkys - Invoice # 00006057 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/gbCwSkOumPfTHwbJJXQNpqpWEI),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Accounts Payable Accounts Payable,8/17/2022
6057,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-14-RO-116097,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.14 - Tractor TT-14,,,,Sparkys - Invoice # 00006057 - 08-08-22.pdf (https://secure.spendwise.com/attachments/zCFYefytVkzCetzotXCCRZxEJn); Sparkys - Invoice # 00006057 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/gbCwSkOumPfTHwbJJXQNpqpWEI),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Accounts Payable Accounts Payable,8/17/2022
6057,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-14-RO-116097,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.14 - Tractor TT-14,,,,Sparkys - Invoice # 00006057 - 08-08-22.pdf (https://secure.spendwise.com/attachments/zCFYefytVkzCetzotXCCRZxEJn); Sparkys - Invoice # 00006057 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/gbCwSkOumPfTHwbJJXQNpqpWEI),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Accounts Payable Accounts Payable,8/17/2022
6055,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-22-RO-116095,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,245.58,Yes,245.58,0,245.58,None,1,245.58,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.22-2 - Bobtail TTB-22,,,90 Day PM Services:,Sparkys - Invoice # 00006055 - 08-08-22.pdf (https://secure.spendwise.com/attachments/WwKNNTMslYJaXbEjeEWEkXMdaX); Sparkys - Invoice # 00006055 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/VspOFFRipZUxhQEJTmMxblwnIW),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6055,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-22-RO-116095,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.22-2 - Bobtail TTB-22,,,90 Day PM Services:,Sparkys - Invoice # 00006055 - 08-08-22.pdf (https://secure.spendwise.com/attachments/WwKNNTMslYJaXbEjeEWEkXMdaX); Sparkys - Invoice # 00006055 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/VspOFFRipZUxhQEJTmMxblwnIW),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6055,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-22-RO-116095,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.22-2 - Bobtail TTB-22,,,90 Day PM Services:,Sparkys - Invoice # 00006055 - 08-08-22.pdf (https://secure.spendwise.com/attachments/WwKNNTMslYJaXbEjeEWEkXMdaX); Sparkys - Invoice # 00006055 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/VspOFFRipZUxhQEJTmMxblwnIW),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6054,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-19-RO-116094,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,245.58,Yes,245.58,0,245.58,None,1,245.58,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,219 - Bobtail - TTB-19 2017 Frtllnr - 3ALACWDT2HDHV9438,,,90 Day PM Services:,Sparkys - Invoice # 00006054 - 08-08-22.pdf (https://secure.spendwise.com/attachments/NjmoHSiOntttwCihsubrYSoLUR); Sparkys - Invoice # 00006054 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/DPQXSnnDxGPpsrTxHHhOZhLzQd),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
